name,alcohol,drugs,weapons,gambling,nudity,sexy,smoking,violence,mask_alcohol,mask_drugs,mask_weapons,mask_gambling,mask_nudity,mask_sexy,mask_smoking,mask_violence
531.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
532.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
533.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
534.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
536.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
537.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
539.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
541.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
544.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
545.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
547.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
548.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
549.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
550.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
551.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
552.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
554.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
555.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
557.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
558.jpg,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
559.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
560.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
561.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
562.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
564.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
565.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
566.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
567.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
568.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
569.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
571.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
572.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
573.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
574.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
576.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
577.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
579.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
581.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
582.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
583.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
584.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
585.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
588.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
589.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
590.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
591.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
592.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
593.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
594.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
596.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
597.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
599.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
600.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
602.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
603.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
604.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
605.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
606.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
607.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
608.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
611.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
613.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
614.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
615.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
616.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
617.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
618.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
619.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
620.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
621.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
622.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
623.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
625.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
626.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
627.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
631.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
632.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
633.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
634.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
637.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
638.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
640.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
641.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
642.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
643.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
644.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
645.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
648.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
649.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
650.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
651.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
652.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
653.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
654.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
655.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
656.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
657.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
658.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
660.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
661.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
662.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
663.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
666.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
667.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
668.jpg,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
670.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
671.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
673.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
675.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
676.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
677.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
678.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
679.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
680.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
681.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
682.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
683.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
684.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
687.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
691.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
692.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
693.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
694.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
695.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
696.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
698.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
699.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
703.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
706.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
707.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
708.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
710.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
711.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
712.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
713.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
715.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
717.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
719.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
721.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
722.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
723.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
725.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
726.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
729.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
730.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
731.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
732.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
733.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
734.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
736.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
737.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
738.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
740.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
741.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
743.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
744.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
745.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
746.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
748.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
749.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
750.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
751.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
752.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
753.jpg,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
755.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
756.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
757.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
761.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
762.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
763.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
764.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
765.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
768.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
769.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
771.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
772.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
773.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
775.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
777.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
782.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
783.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
784.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
787.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
789.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
791.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
792.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
793.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
795.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
797.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
799.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
800.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
801.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
803.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
804.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
806.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
807.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
808.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
809.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
810.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
811.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
812.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
813.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
814.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
816.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
817.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
818.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
819.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
820.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
821.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
822.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
823.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
826.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
827.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
828.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
829.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
830.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
831.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
832.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
834.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
835.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
836.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
837.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
838.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
839.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
840.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
841.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
842.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
843.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
845.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
846.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
847.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
848.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
850.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
851.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
853.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
855.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
857.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
858.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
859.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
863.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
868.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
869.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
870.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
872.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
873.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
874.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
875.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
876.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
878.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
880.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
882.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
883.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
884.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
885.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
887.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
888.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
889.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
890.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
892.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
893.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
894.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
897.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
898.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
901.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
903.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
904.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
905.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
906.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
908.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
909.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
910.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
911.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
912.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
913.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
916.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
917.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
918.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
920.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
924.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
925.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
926.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
927.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
928.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
929.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
931.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
932.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
933.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
934.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
936.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
937.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
938.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
941.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
942.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
943.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
945.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
949.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
950.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
955.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
956.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
957.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
961.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
962.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
963.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
964.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
965.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
966.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
967.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
968.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
970.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
971.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
973.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
974.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
978.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
980.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
981.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
982.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
983.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
984.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
987.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
988.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
989.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
990.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
991.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
992.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
993.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1000.jpg,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1003.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1004.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1005.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1006.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1007.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1008.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1009.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1010.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1011.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1012.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1014.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1015.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1019.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1020.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1021.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1023.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1024.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1025.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1026.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1027.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1030.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1033.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1034.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1036.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1037.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1038.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1039.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1042.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1043.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1045.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1047.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1048.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1049.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1050.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1051.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1052.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1054.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1055.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1056.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
